i_lambda,lambda,logA,run
297,1696,-0.556051712966301,3
298,1697,-0.63312014501921,3
299,1698,-0.712231542851008,3
300,1699,-0.793490624162031,3
301,1700,-0.87448736695956,3
1,1400,-0.501754631638301,4
2,1401,-0.564686713771336,4
3,1402,-0.627577033120609,4
4,1403,-0.687693598933821,4
5,1404,-0.747199994857138,4
6,1405,-0.802882180801485,4
7,1406,-0.855646054212495,4
8,1407,-0.906472631923305,4
9,1408,-0.954779187175321,4
10,1409,-0.999254893593008,4
11,1410,-1.04121550766645,4
12,1411,-1.07952882138106,4
13,1412,-1.11400726838885,4
14,1413,-1.1457309618599,4
15,1414,-1.17435365144135,4
16,1415,-1.20085050552764,4
17,1416,-1.22425567596999,4
18,1417,-1.24495826330932,4
19,1418,-1.26422183144932,4
20,1419,-1.28116679065835,4
21,1420,-1.29694826181881,4
22,1421,-1.31199127693023,4
23,1422,-1.32572868303652,4
24,1423,-1.33897615593577,4
25,1424,-1.35125803781339,4
26,1425,-1.3624611403587,4
27,1426,-1.37310852388853,4
28,1427,-1.38305988619455,4
29,1428,-1.39216110231637,4
30,1429,-1.40050287227522,4
31,1430,-1.40816911814331,4
32,1431,-1.41527668882561,4
33,1432,-1.4214545001495,4
34,1433,-1.42678501068002,4
35,1434,-1.43162636092365,4
36,1435,-1.43539922202674,4
37,1436,-1.43808530245532,4
38,1437,-1.4403395845393,4
39,1438,-1.44186522509079,4
40,1439,-1.44270431011987,4
41,1440,-1.44294359226132,4
42,1441,-1.44268217708928,4
43,1442,-1.44226071877785,4
44,1443,-1.44165006169651,4
45,1444,-1.44037784499871,4
46,1445,-1.43862857899717,4
47,1446,-1.43656483348273,4
48,1447,-1.43421721452062,4
49,1448,-1.43172368889706,4
50,1449,-1.42892605911622,4
51,1450,-1.42602131875457,4
52,1451,-1.42273941258553,4
53,1452,-1.41905237150224,4
54,1453,-1.41542593592219,4
55,1454,-1.41191330094272,4
56,1455,-1.40772300804826,4
57,1456,-1.40345851104799,4
58,1457,-1.39845786447324,4
59,1458,-1.39287874913447,4
60,1459,-1.38680637082104,4
61,1460,-1.38015623208312,4
62,1461,-1.37311772010617,4
63,1462,-1.36598815997696,4
64,1463,-1.35755176357678,4
65,1464,-1.3483320884844,4
66,1465,-1.33840182602123,4
67,1466,-1.32740528085348,4
68,1467,-1.31572802717268,4
69,1468,-1.3036303824417,4
70,1469,-1.29089628028912,4
71,1470,-1.27729431327286,4
72,1471,-1.26284006944203,4
73,1472,-1.24804842205294,4
74,1473,-1.23272387010227,4
75,1474,-1.2167327831983,4
76,1475,-1.20028601177463,4
77,1476,-1.18316635931774,4
78,1477,-1.16563193669891,4
79,1478,-1.1477044093682,4
80,1479,-1.12957131269253,4
81,1480,-1.11127752220178,4
82,1481,-1.09201445677651,4
83,1482,-1.07250379224227,4
84,1483,-1.05319568143799,4
85,1484,-1.03362836277873,4
86,1485,-1.01392669020626,4
87,1486,-0.99366576782662,4
88,1487,-0.972837518481096,4
89,1488,-0.952151561920995,4
90,1489,-0.931104532193847,4
91,1490,-0.910047111921311,4
92,1491,-0.888994747739102,4
93,1492,-0.868013423137709,4
94,1493,-0.8469338731906,4
95,1494,-0.825668720354961,4
96,1495,-0.80457651056152,4
97,1496,-0.783256130986072,4
98,1497,-0.761278919809721,4
99,1498,-0.739626157473224,4
100,1499,-0.718078212166871,4
101,1500,-0.696734890613576,4
102,1501,-0.675272614691995,4
103,1502,-0.653673561687953,4
104,1503,-0.631768237822643,4
105,1504,-0.609629207741043,4
106,1505,-0.587179741952067,4
107,1506,-0.564554800130474,4
108,1507,-0.541926521016343,4
109,1508,-0.519582111299248,4
110,1509,-0.497692077205165,4
111,1510,-0.476293876433412,4
112,1511,-0.454658201626598,4
113,1512,-0.432437966520231,4
114,1513,-0.41084495295162,4
115,1514,-0.388807234526087,4
116,1515,-0.366364291333934,4
117,1516,-0.345084346696703,4
118,1517,-0.323156945390701,4
119,1518,-0.300948854468386,4
120,1519,-0.279485597180515,4
121,1520,-0.257973596679187,4
122,1521,-0.236936514194365,4
123,1522,-0.21565599886131,4
124,1523,-0.194477486126717,4
125,1524,-0.173554349853091,4
126,1525,-0.152403037437754,4
127,1526,-0.13104970206305,4
128,1527,-0.109864276730013,4
129,1528,-0.0884544991868643,4
130,1529,-0.0675593559626125,4
131,1530,-0.0468828339899031,4
132,1531,-0.0261101056316824,4
133,1532,-0.00565607235766634,4
134,1533,0.0147811679148963,4
135,1534,0.0352409293497748,4
136,1535,0.0557108637060654,4
137,1536,0.0758297973912014,4
138,1537,0.0964123776293557,4
139,1538,0.117218614959525,4
140,1539,0.138249752015116,4
141,1540,0.159751846888794,4
142,1541,0.180878889009101,4
143,1542,0.202058472971471,4
144,1543,0.223250941710548,4
145,1544,0.244079592247198,4
146,1545,0.26495726915075,4
147,1546,0.285045633595904,4
148,1547,0.305430764039577,4
149,1548,0.325921483240483,4
150,1549,0.345500632589777,4
151,1550,0.365370409305075,4
152,1551,0.384681859384804,4
153,1552,0.403287764911057,4
154,1553,0.422019187699114,4
155,1554,0.440342617267143,4
156,1555,0.458551150797194,4
157,1556,0.476644417791537,4
158,1557,0.494317355398693,4
159,1558,0.511706229144229,4
160,1559,0.529165076043489,4
161,1560,0.546449687371441,4
162,1561,0.563065824272956,4
163,1562,0.579637175661494,4
164,1563,0.596247753391621,4
165,1564,0.612354048879165,4
166,1565,0.628448495431102,4
167,1566,0.644128355173177,4
168,1567,0.658878787706258,4
169,1568,0.674021619242782,4
170,1569,0.689175378837929,4
171,1570,0.704222554582666,4
172,1571,0.720589162551012,4
173,1572,0.736624653495985,4
174,1573,0.752665997475366,4
175,1574,0.768712026380861,4
176,1575,0.784915092499791,4
177,1576,0.800761307685056,4
178,1577,0.816539305958576,4
179,1578,0.832413413648256,4
180,1579,0.848455368613521,4
181,1580,0.864041683676968,4
182,1581,0.879657593886697,4
183,1582,0.894349137714278,4
184,1583,0.908156224179657,4
185,1584,0.922201561369124,4
186,1585,0.93597362091527,4
187,1586,0.949675676707808,4
188,1587,0.963575239317548,4
189,1588,0.976804028540277,4
190,1589,0.989491623870964,4
191,1590,1.001883069393,4
192,1591,1.01374772216089,4
193,1592,1.02577248214455,4
194,1593,1.03766911585714,4
195,1594,1.04934967252944,4
196,1595,1.0609940538903,4
197,1596,1.07238165857749,4
198,1597,1.08381020327047,4
199,1598,1.09446849948559,4
200,1599,1.10461755911576,4
201,1600,1.11448037848802,4
202,1601,1.1237829264666,4
203,1602,1.13274260797695,4
204,1603,1.14170752905681,4
205,1604,1.149889956033,4
206,1605,1.15694127536428,4
207,1606,1.16411996030627,4
208,1607,1.1705979855377,4
209,1608,1.1775629680389,4
210,1609,1.18472787577813,4
211,1610,1.19211130452782,4
212,1611,1.19956751873706,4
213,1612,1.20751218080438,4
214,1613,1.2157268592145,4
215,1614,1.223957142163,4
216,1615,1.23250262840648,4
217,1616,1.24055405720084,4
218,1617,1.2489331616189,4
219,1618,1.25720437355224,4
220,1619,1.26517288088238,4
221,1620,1.27305483262996,4
222,1621,1.27963048671728,4
223,1622,1.28531019910859,4
224,1623,1.29009945678577,4
225,1624,1.2941865054061,4
226,1625,1.29815615913762,4
227,1626,1.30140121996673,4
228,1627,1.30412883785469,4
229,1628,1.30722095618095,4
230,1629,1.31020824997114,4
231,1630,1.31284011026323,4
232,1631,1.31519630718844,4
233,1632,1.31723914904202,4
234,1633,1.3191060844101,4
235,1634,1.32066717385199,4
236,1635,1.32239606703637,4
237,1636,1.32390223959318,4
238,1637,1.32464358571666,4
239,1638,1.32484815542288,4
240,1639,1.32467527801242,4
241,1640,1.32351460937911,4
242,1641,1.32120857808023,4
243,1642,1.31775085225145,4
244,1643,1.31238272196821,4
245,1644,1.30562485164975,4
246,1645,1.29759023032526,4
247,1646,1.28872804463721,4
248,1647,1.27988772642931,4
249,1648,1.2703847740422,4
250,1649,1.25997598092664,4
251,1650,1.24907014497092,4
252,1651,1.23765771572989,4
253,1652,1.22531620213289,4
254,1653,1.21252989279543,4
255,1654,1.19799993367537,4
256,1655,1.18062242953356,4
257,1656,1.16101564071809,4
258,1657,1.13803159540029,4
259,1658,1.11283639060607,4
260,1659,1.08621575521889,4
261,1660,1.05872269453145,4
262,1661,1.03131111778283,4
263,1662,1.00574447881497,4
264,1663,0.98298155981948,4
265,1664,0.961829197899028,4
266,1665,0.943459094874787,4
267,1666,0.927679711121539,4
268,1667,0.914747437532371,4
269,1668,0.902855712200591,4
270,1669,0.891852547218461,4
271,1670,0.880308019010645,4
272,1671,0.865606003297153,4
273,1672,0.848822292282443,4
274,1673,0.828592205957359,4
275,1674,0.804666995916874,4
276,1675,0.776804709593324,4
277,1676,0.744335906890345,4
278,1677,0.707653032274026,4
279,1678,0.666829242544718,4
280,1679,0.622061082280767,4
281,1680,0.572881223968505,4
282,1681,0.520092488051264,4
283,1682,0.463060983641493,4
284,1683,0.402925281148273,4
285,1684,0.338952458058153,4
286,1685,0.271279887431931,4
287,1686,0.199503623395438,4
288,1687,0.125943898902501,4
289,1688,0.0478979603792584,4
290,1689,-0.0293093255860733,4
291,1690,-0.10919450710157,4
292,1691,-0.185405148147796,4
293,1692,-0.261640344499341,4
294,1693,-0.335136574683784,4
295,1694,-0.406845519432825,4
296,1695,-0.479912480328797,4
297,1696,-0.552984949581046,4
298,1697,-0.629771884737491,4
299,1698,-0.708502369769329,4
300,1699,-0.789034171197947,4
301,1700,-0.870795921322308,4
1,1400,-0.522541498315049,5
2,1401,-0.585807776000564,5
3,1402,-0.648727503846371,5
4,1403,-0.708826069171009,5
5,1404,-0.767101355135316,5
6,1405,-0.822631168053,5
7,1406,-0.876032574709819,5
8,1407,-0.927158204440953,5
9,1408,-0.975625794842397,5
10,1409,-1.0202112634855,5
11,1410,-1.06196499024168,5
12,1411,-1.10016893690839,5
13,1412,-1.13480559098272,5
14,1413,-1.16668442690432,5
15,1414,-1.19481559351601,5
16,1415,-1.22064559788119,5
17,1416,-1.24348083488762,5
18,1417,-1.26340600911071,5
19,1418,-1.28238861560575,5
20,1419,-1.29951639852661,5
21,1420,-1.31508078628372,5
22,1421,-1.32970474054427,5
23,1422,-1.34308665550579,5
24,1423,-1.35546119826789,5
25,1424,-1.3671471896406,5
26,1425,-1.37793198521417,5
27,1426,-1.38803536000274,5
28,1427,-1.39748137400595,5
29,1428,-1.40622431350992,5
30,1429,-1.41427605238207,5
31,1430,-1.42135597767942,5
32,1431,-1.42772106819147,5
33,1432,-1.4330836328836,5
34,1433,-1.43736955644818,5
35,1434,-1.44121549942727,5
36,1435,-1.44433236115275,5
37,1436,-1.44652549689679,5
38,1437,-1.44793177350897,5
39,1438,-1.44878888916203,5
40,1439,-1.44897500881539,5
41,1440,-1.44862245819545,5
42,1441,-1.44806436114831,5
43,1442,-1.44709633244992,5
44,1443,-1.44580171341436,5
45,1444,-1.44426984046443,5
46,1445,-1.44194273603892,5
47,1446,-1.43918542676712,5
48,1447,-1.43631525954362,5
49,1448,-1.43294444446874,5
50,1449,-1.42937436541133,5
51,1450,-1.42574439766279,5
52,1451,-1.42184367939402,5
53,1452,-1.41757973894231,5
54,1453,-1.41359060952129,5
55,1454,-1.41020961685029,5
56,1455,-1.40567097828622,5
57,1456,-1.40088909031907,5
58,1457,-1.39569287111175,5
59,1458,-1.38945186742151,5
60,1459,-1.3832054061726,5
61,1460,-1.37743628944385,5
62,1461,-1.37023841826432,5
63,1462,-1.36246477025103,5
64,1463,-1.35376478798607,5
65,1464,-1.34418298374597,5
66,1465,-1.3332927633723,5
67,1466,-1.32209946480303,5
68,1467,-1.31033952780907,5
69,1468,-1.29771414037034,5
70,1469,-1.28469646084636,5
71,1470,-1.2708730902076,5
72,1471,-1.25630527087743,5
73,1472,-1.24162445726838,5
74,1473,-1.22589456720181,5
75,1474,-1.20927034672071,5
76,1475,-1.19234912229407,5
77,1476,-1.17454897227484,5
78,1477,-1.15650301595726,5
79,1478,-1.13796644530864,5
80,1479,-1.11877197289978,5
81,1480,-1.09990117069393,5
82,1481,-1.08062129642353,5
83,1482,-1.06082542029523,5
84,1483,-1.04131396954728,5
85,1484,-1.02154360350017,5
86,1485,-1.00134660507566,5
87,1486,-0.980840742520332,5
88,1487,-0.960220244490422,5
89,1488,-0.939314263009442,5
90,1489,-0.917759295798808,5
91,1490,-0.896351163882462,5
92,1491,-0.875057576938434,5
93,1492,-0.853673297795949,5
94,1493,-0.83186924666452,5
95,1494,-0.81033250378394,5
96,1495,-0.789055131928724,5
97,1496,-0.767580558002217,5
98,1497,-0.746216779748605,5
99,1498,-0.724504716648831,5
100,1499,-0.702612705661749,5
101,1500,-0.680408841491101,5
102,1501,-0.658047504467603,5
103,1502,-0.635853594295429,5
104,1503,-0.613773235709769,5
105,1504,-0.591883931996874,5
106,1505,-0.569874934122522,5
107,1506,-0.547655457656876,5
108,1507,-0.525695896401862,5
109,1508,-0.503482347946866,5
110,1509,-0.481449032742735,5
111,1510,-0.460011744188733,5
112,1511,-0.438186079530371,5
113,1512,-0.41602380003626,5
114,1513,-0.393871849937121,5
115,1514,-0.371402185301884,5
116,1515,-0.349133862207224,5
117,1516,-0.327373816940299,5
118,1517,-0.30537819892902,5
119,1518,-0.283615070214577,5
120,1519,-0.262047664476999,5
121,1520,-0.240304480442538,5
122,1521,-0.219160796022145,5
123,1522,-0.197893897007926,5
124,1523,-0.176577618183628,5
125,1524,-0.155619728765235,5
126,1525,-0.134577489177152,5
127,1526,-0.113675201418638,5
128,1527,-0.0926738387067451,5
129,1528,-0.0714190063209945,5
130,1529,-0.0504580465491036,5
131,1530,-0.0293888821951172,5
132,1531,-0.00863171324225298,5
133,1532,0.0115272384352882,5
134,1533,0.0319628113901204,5
135,1534,0.0523070838334772,5
136,1535,0.0726731236959869,5
137,1536,0.0933393552673227,5
138,1537,0.11378554321531,5
139,1538,0.133915514469228,5
140,1539,0.154591177108296,5
141,1540,0.175388123025755,5
142,1541,0.196071641841286,5
143,1542,0.217054812353946,5
144,1543,0.237922488688653,5
145,1544,0.258626802902136,5
146,1545,0.279727956010355,5
147,1546,0.300447265505797,5
148,1547,0.320833976551454,5
149,1548,0.340984791275367,5
150,1549,0.360475479652521,5
151,1550,0.379440940305542,5
152,1551,0.398397510896436,5
153,1552,0.417307811353434,5
154,1553,0.435716942754713,5
155,1554,0.453951380787715,5
156,1555,0.472072496880653,5
157,1556,0.48941398883998,5
158,1557,0.506537389845474,5
159,1558,0.524045496875112,5
160,1559,0.54141578263273,5
161,1560,0.558823607570135,5
162,1561,0.576004796455571,5
163,1562,0.592589481741505,5
164,1563,0.609115439345421,5
165,1564,0.625054017763532,5
166,1565,0.64045445549367,5
167,1566,0.655814322006758,5
168,1567,0.670735288075391,5
169,1568,0.685498022752749,5
170,1569,0.700387951816688,5
171,1570,0.714933555325386,5
172,1571,0.730027519419408,5
173,1572,0.745579221152793,5
174,1573,0.761437444765644,5
175,1574,0.777392578231917,5
176,1575,0.794060726356322,5
177,1576,0.810090954646853,5
178,1577,0.826087132345198,5
179,1578,0.841738254762084,5
180,1579,0.857307524727215,5
181,1580,0.872534628629851,5
182,1581,0.887345967963214,5
183,1582,0.901760869679546,5
184,1583,0.915746419434216,5
185,1584,0.929611079999943,5
186,1585,0.94326957333009,5
187,1586,0.956753406365089,5
188,1587,0.970107505116996,5
189,1588,0.983105042038161,5
190,1589,0.995733021694907,5
191,1590,1.00797398796272,5
192,1591,1.01993074506137,5
193,1592,1.03176725351064,5
194,1593,1.04329151434488,5
195,1594,1.05454031178,5
196,1595,1.0656721661329,5
197,1596,1.07645003388199,5
198,1597,1.08675767986782,5
199,1598,1.09696546697076,5
200,1599,1.10709629091309,5
201,1600,1.11657426179013,5
202,1601,1.12584940400908,5
203,1602,1.13449824089745,5
204,1603,1.14228289270587,5
205,1604,1.15020939949752,5
206,1605,1.15790535114083,5
207,1606,1.16512881132849,5
208,1607,1.17168237069854,5
209,1608,1.17881987829728,5
210,1609,1.18588164242291,5
211,1610,1.19292717877067,5
212,1611,1.20016243571038,5
213,1612,1.20776726934967,5
214,1613,1.21537649471758,5
215,1614,1.22333559968156,5
216,1615,1.23206734891003,5
217,1616,1.24047941924998,5
218,1617,1.2484523023566,5
219,1618,1.25611209619531,5
220,1619,1.26326534901887,5
221,1620,1.27030810753435,5
222,1621,1.27666057777708,5
223,1622,1.2822701363583,5
224,1623,1.28719222783166,5
225,1624,1.29131609211891,5
226,1625,1.2951128299366,5
227,1626,1.29822128399525,5
228,1627,1.30073194048335,5
229,1628,1.30328381343289,5
230,1629,1.30542599094782,5
231,1630,1.30742099501074,5
232,1631,1.30946220732037,5
233,1632,1.31145800453827,5
234,1633,1.313533223204,5
235,1634,1.31523182077596,5
236,1635,1.3170861502841,5
237,1636,1.3184074070056,5
238,1637,1.31880313594984,5
239,1638,1.31887394938246,5
240,1639,1.3179373719647,5
241,1640,1.31613070876755,5
242,1641,1.31355849975154,5
243,1642,1.30973699397001,5
244,1643,1.304559332352,5
245,1644,1.29775316204632,5
246,1645,1.28932299431526,5
247,1646,1.27994599645914,5
248,1647,1.26989552400419,5
249,1648,1.25994882249934,5
250,1649,1.24987318316249,5
251,1650,1.23905669402282,5
252,1651,1.22812701257691,5
253,1652,1.21574601194718,5
254,1653,1.20230574600723,5
255,1654,1.18749789801458,5
256,1655,1.16962036095143,5
257,1656,1.14955387088995,5
258,1657,1.12665890383216,5
259,1658,1.10121602616069,5
260,1659,1.07414689404972,5
261,1660,1.04680204124563,5
262,1661,1.01933805042179,5
263,1662,0.992967744942065,5
264,1663,0.969406316837894,5
265,1664,0.947884389529606,5
266,1665,0.929750479970295,5
267,1666,0.91392643023211,5
268,1667,0.900549733627481,5
269,1668,0.888557946312667,5
270,1669,0.877033631078005,5
271,1670,0.865200390622576,5
272,1671,0.850761815963704,5
273,1672,0.833485395530694,5
274,1673,0.81240445729198,5
275,1674,0.787728076340024,5
276,1675,0.758633511028226,5
277,1676,0.72499666975913,5
278,1677,0.68733909203396,5
279,1678,0.645767926155068,5
280,1679,0.601009168435016,5
281,1680,0.55303732756459,5
282,1681,0.50045814500437,5
283,1682,0.443693118930885,5
284,1683,0.383379889843713,5
285,1684,0.318612480788425,5
286,1685,0.250617318921842,5
287,1686,0.178618485943071,5
288,1687,0.104802455811025,5
289,1688,0.0264175192903983,5
290,1689,-0.0506876315306305,5
291,1690,-0.13021094454167,5
292,1691,-0.206527084405998,5
293,1692,-0.282578005119139,5
294,1693,-0.356679262453018,5
295,1694,-0.429025428554995,5
296,1695,-0.501616124932769,5
297,1696,-0.574693356624413,5
298,1697,-0.651183004802593,5
299,1698,-0.729615991510643,5
300,1699,-0.810828374446327,5
301,1700,-0.892593412131769,5
1,1400,-0.518720353420957,6
2,1401,-0.58191314375662,6
3,1402,-0.645066914982245,6
4,1403,-0.705255555083756,6
5,1404,-0.763719894431122,6
6,1405,-0.819492337389862,6
7,1406,-0.873032799990766,6
8,1407,-0.924576672385633,6
9,1408,-0.973385267705851,6
10,1409,-1.01828353198934,6
11,1410,-1.06021138134258,6
12,1411,-1.09860352051343,6
13,1412,-1.13338614232684,6
14,1413,-1.16533823775008,6
15,1414,-1.19386901373704,6
16,1415,-1.21964165945772,6
17,1416,-1.24237425637851,6
18,1417,-1.26243283024368,6
19,1418,-1.28087469474809,6
20,1419,-1.29760698291585,6
21,1420,-1.31336354675797,6
22,1421,-1.32823683862927,6
23,1422,-1.34198418157358,6
24,1423,-1.35481008509434,6
25,1424,-1.36673447795354,6
26,1425,-1.37759595378454,6
27,1426,-1.38753058704234,6
28,1427,-1.39639457708795,6
29,1428,-1.4048396746101,6
30,1429,-1.41240354620557,6
31,1430,-1.41952960902462,6
32,1431,-1.42659619962494,6
33,1432,-1.43233989353479,6
34,1433,-1.43733955390639,6
35,1434,-1.44094452898838,6
36,1435,-1.44359586842798,6
37,1436,-1.44567259812591,6
38,1437,-1.44697385677232,6
39,1438,-1.44771688327054,6
40,1439,-1.44793222900999,6
41,1440,-1.44767160442942,6
42,1441,-1.44703932335563,6
43,1442,-1.44605362864917,6
44,1443,-1.44469819914167,6
45,1444,-1.44261830531581,6
46,1445,-1.44014669697308,6
47,1446,-1.43745801959586,6
48,1447,-1.43428209787815,6
49,1448,-1.43115110523084,6
50,1449,-1.42782860967476,6
51,1450,-1.42402266216624,6
52,1451,-1.42031100970509,6
53,1452,-1.41637255742224,6
54,1453,-1.41215667380625,6
55,1454,-1.40780578500761,6
56,1455,-1.4030793683465,6
57,1456,-1.39798258646203,6
58,1457,-1.39268921753608,6
59,1458,-1.38746407611151,6
60,1459,-1.38135756310183,6
61,1460,-1.37496540538202,6
62,1461,-1.36762973683336,6
63,1462,-1.35932926891919,6
64,1463,-1.3503920120838,6
65,1464,-1.34079030602504,6
66,1465,-1.33075153119368,6
67,1466,-1.31946522218577,6
68,1467,-1.30747850359242,6
69,1468,-1.2945022632097,6
70,1469,-1.28081278798755,6
71,1470,-1.26697766774272,6
72,1471,-1.25258705083496,6
73,1472,-1.23765236883182,6
74,1473,-1.22169279448753,6
75,1474,-1.20493370358532,6
76,1475,-1.18803260397331,6
77,1476,-1.17064093546899,6
78,1477,-1.15285718287307,6
79,1478,-1.13453036496074,6
80,1479,-1.11551690767708,6
81,1480,-1.09631229864422,6
82,1481,-1.07670629753856,6
83,1482,-1.0566872721749,6
84,1483,-1.0367259645841,6
85,1484,-1.01659811186739,6
86,1485,-0.996450804797874,6
87,1486,-0.975996872659139,6
88,1487,-0.955418399235186,6
89,1488,-0.934540542254893,6
90,1489,-0.91328392222956,6
91,1490,-0.891906025912644,6
92,1491,-0.870271982452692,6
93,1492,-0.848981083625967,6
94,1493,-0.827716411761075,6
95,1494,-0.806210654763381,6
96,1495,-0.784783284004464,6
97,1496,-0.763264432473705,6
98,1497,-0.741456110703908,6
99,1498,-0.71947998176357,6
100,1499,-0.697414059985929,6
101,1500,-0.675547969518519,6
102,1501,-0.653272461324173,6
103,1502,-0.63109273987995,6
104,1503,-0.609159683001311,6
105,1504,-0.586851918773013,6
106,1505,-0.564618412505596,6
107,1506,-0.542406320604251,6
108,1507,-0.519706062060227,6
109,1508,-0.497564796325883,6
110,1509,-0.475747262695542,6
111,1510,-0.453835375761005,6
112,1511,-0.432366221886495,6
113,1512,-0.410581207211414,6
114,1513,-0.388572689815521,6
115,1514,-0.366338277906088,6
116,1515,-0.34367275059553,6
117,1516,-0.321718335556509,6
118,1517,-0.300014019363527,6
119,1518,-0.278252802063616,6
120,1519,-0.256779917576051,6
121,1520,-0.235353716786968,6
122,1521,-0.214178587708905,6
123,1522,-0.192710361457515,6
124,1523,-0.171620806812724,6
125,1524,-0.150812838608062,6
126,1525,-0.129787752079891,6
127,1526,-0.108717341311702,6
128,1527,-0.0875711498146851,6
129,1528,-0.0660273314466518,6
130,1529,-0.0451109977379511,6
131,1530,-0.0242529884683766,6
132,1531,-0.00350323705464722,6
133,1532,0.0166567313318535,6
134,1533,0.0368831492090534,6
135,1534,0.0570808842601707,6
136,1535,0.0773719815797984,6
137,1536,0.0973905786895402,6
138,1537,0.117835855265979,6
139,1538,0.138662066347573,6
140,1539,0.159532764408897,6
141,1540,0.180694061065796,6
142,1541,0.201606122543041,6
143,1542,0.222539149108814,6
144,1543,0.24333197272238,6
145,1544,0.264297784831178,6
146,1545,0.285380520086037,6
147,1546,0.306011564364222,6
148,1547,0.326534688828476,6
149,1548,0.346319836203334,6
150,1549,0.365339797934706,6
151,1550,0.384594461191991,6
152,1551,0.403564300458131,6
153,1552,0.422531350279678,6
154,1553,0.441366772107669,6
155,1554,0.459406382886524,6
156,1555,0.477325218800563,6
157,1556,0.494766480809747,6
158,1557,0.51192345049154,6
159,1558,0.529312885092371,6
160,1559,0.546667937132168,6
161,1560,0.564118449050835,6
162,1561,0.581038421489586,6
163,1562,0.59743907502821,6
164,1563,0.613939005651196,6
165,1564,0.629971104920678,6
166,1565,0.645662215387789,6
167,1566,0.661072366310432,6
168,1567,0.675957388644674,6
169,1568,0.690864977358555,6
170,1569,0.705812329976319,6
171,1570,0.720828263179846,6
172,1571,0.736275544973269,6
173,1572,0.751753983229705,6
174,1573,0.767269586721478,6
175,1574,0.782746313740021,6
176,1575,0.79825167686919,6
177,1576,0.814079005501522,6
178,1577,0.830191630048835,6
179,1578,0.846012790478224,6
180,1579,0.862348549162752,6
181,1580,0.877824900377519,6
182,1581,0.892615617047104,6
183,1582,0.907178216358085,6
184,1583,0.921474997078131,6
185,1584,0.93523468726893,6
186,1585,0.948448162780052,6
187,1586,0.961826232331714,6
188,1587,0.974959177833584,6
189,1588,0.987819117730656,6
190,1589,1.00064648305582,6
191,1590,1.01294775687939,6
192,1591,1.02459864011092,6
193,1592,1.03646412917916,6
194,1593,1.0482921798349,6
195,1594,1.05988556251273,6
196,1595,1.07171615419629,6
197,1596,1.08290222144629,6
198,1597,1.09366849226934,6
199,1598,1.10397756734311,6
200,1599,1.11365554242971,6
201,1600,1.12294400309725,6
202,1601,1.13198618395084,6
203,1602,1.14045807626317,6
204,1603,1.14833723946498,6
205,1604,1.15605593278252,6
206,1605,1.16315342380278,6
207,1606,1.17022883000411,6
208,1607,1.17690692960943,6
209,1608,1.18382358116678,6
210,1609,1.19060851669308,6
211,1610,1.19767851394711,6
212,1611,1.20498099096395,6
213,1612,1.21234491260998,6
214,1613,1.21999883345323,6
215,1614,1.22788287456377,6
216,1615,1.23608789306739,6
217,1616,1.24438472916153,6
218,1617,1.25280995982019,6
219,1618,1.26053243692724,6
220,1619,1.26805805094012,6
221,1620,1.27542594523492,6
222,1621,1.28126105177602,6
223,1622,1.28675585847286,6
224,1623,1.29178123774507,6
225,1624,1.29568070895665,6
226,1625,1.29973729087637,6
227,1626,1.30328324427454,6
228,1627,1.30576224415694,6
229,1628,1.30796519261908,6
230,1629,1.30982289552735,6
231,1630,1.31170355538133,6
232,1631,1.3134793775416,6
233,1632,1.31492619963255,6
234,1633,1.3162573328055,6
235,1634,1.31728262892794,6
236,1635,1.31844248928908,6
237,1636,1.31939114271688,6
238,1637,1.31985972036318,6
239,1638,1.32003027988763,6
240,1639,1.31953960957199,6
241,1640,1.31811488937535,6
242,1641,1.31553170927329,6
243,1642,1.31164603554868,6
244,1643,1.30591622820211,6
245,1644,1.29853335165941,6
246,1645,1.29003928579438,6
247,1646,1.28058950976162,6
248,1647,1.27016276406719,6
249,1648,1.25926451140668,6
250,1649,1.24812232584469,6
251,1650,1.23658155302021,6
252,1651,1.22525800163996,6
253,1652,1.21289846323581,6
254,1653,1.19937964836717,6
255,1654,1.18403257456557,6
256,1655,1.16554352989899,6
257,1656,1.14509964212509,6
258,1657,1.12150941887989,6
259,1658,1.09504405049501,6
260,1659,1.0669855256946,6
261,1660,1.03840027456298,6
262,1661,1.01038573119805,6
263,1662,0.983936227502473,6
264,1663,0.959983280805211,6
265,1664,0.938189389983431,6
266,1665,0.918886921488382,6
267,1666,0.901983293948541,6
268,1667,0.888361847112787,6
269,1668,0.87571763043632,6
270,1669,0.863977385076095,6
271,1670,0.851825705194271,6
272,1671,0.837080719993537,6
273,1672,0.82023382601823,6
274,1673,0.798908412994553,6
275,1674,0.773493969380183,6
276,1675,0.743588062757372,6
277,1676,0.708682215565729,6
278,1677,0.669731646113775,6
279,1678,0.627724633414652,6
280,1679,0.58208112842547,6
281,1680,0.532819891443673,6
282,1681,0.479152220889978,6
283,1682,0.421668089298231,6
284,1683,0.360018216520419,6
285,1684,0.293520595118433,6
286,1685,0.224105530030872,6
287,1686,0.150389280875405,6
288,1687,0.0755061934332699,6
289,1688,-0.00340739550503183,6
290,1689,-0.0815608169643725,6
291,1690,-0.161974271218036,6
292,1691,-0.239628064804004,6
293,1692,-0.317657919095552,6
294,1693,-0.392640585637701,6
