i_lambda,lambda,logA,run
293,1692,-0.335749336616999,9
294,1693,-0.411187938969627,9
295,1694,-0.485019195836812,9
296,1695,-0.55915159841555,9
297,1696,-0.634082919371707,9
298,1697,-0.711766321523924,9
299,1698,-0.790778197729239,9
300,1699,-0.872465723209217,9
301,1700,-0.954863640084923,9
1,1400,-0.533728905350285,10
2,1401,-0.597541398050488,10
3,1402,-0.661036805254698,10
4,1403,-0.721853783510366,10
5,1404,-0.781299287196284,10
6,1405,-0.837679464574836,10
7,1406,-0.891757058822223,10
8,1407,-0.943547434694617,10
9,1408,-0.992762256437925,10
10,1409,-1.03810264848665,10
11,1410,-1.08052356863056,10
12,1411,-1.11913881524746,10
13,1412,-1.15362676633446,10
14,1413,-1.18530835984646,10
15,1414,-1.21372467945936,10
16,1415,-1.23956878930092,10
17,1416,-1.2623413326968,10
18,1417,-1.28216300464498,10
19,1418,-1.30033174474072,10
20,1419,-1.31659350848315,10
21,1420,-1.3319461350573,10
22,1421,-1.34635981823864,10
23,1422,-1.35936831057334,10
24,1423,-1.37155168773113,10
25,1424,-1.38278044632799,10
26,1425,-1.3926197412152,10
27,1426,-1.40219057547644,10
28,1427,-1.41124085746698,10
29,1428,-1.41930528024643,10
30,1429,-1.42688650997519,10
31,1430,-1.43334784725647,10
32,1431,-1.43870462294254,10
33,1432,-1.44343722905516,10
34,1433,-1.44749654545439,10
35,1434,-1.45028038687582,10
36,1435,-1.45242086884528,10
37,1436,-1.45377229572258,10
38,1437,-1.45427828278159,10
39,1438,-1.45438570940439,10
40,1439,-1.45385171623395,10
41,1440,-1.45290464604559,10
42,1441,-1.45157106613746,10
43,1442,-1.4497018957536,10
44,1443,-1.4473074109981,10
45,1444,-1.44470105095066,10
46,1445,-1.44167822034685,10
47,1446,-1.43805078356505,10
48,1447,-1.43446007354885,10
49,1448,-1.43076563854984,10
50,1449,-1.42681029720604,10
51,1450,-1.42284168475601,10
52,1451,-1.41872062542093,10
53,1452,-1.41437387871074,10
54,1453,-1.4098492948782,10
55,1454,-1.40530570267139,10
56,1455,-1.40019656328794,10
57,1456,-1.39483266327067,10
58,1457,-1.38896810751927,10
59,1458,-1.38271212624793,10
60,1459,-1.37588618319557,10
61,1460,-1.36875165575477,10
62,1461,-1.36085032229418,10
63,1462,-1.35251836850569,10
64,1463,-1.34321113245177,10
65,1464,-1.33321798606256,10
66,1465,-1.32215314374055,10
67,1466,-1.31037299644533,10
68,1467,-1.29784341571259,10
69,1468,-1.28458244565433,10
70,1469,-1.27112812822402,10
71,1470,-1.25651569937551,10
72,1471,-1.24092888736459,10
73,1472,-1.22524091529182,10
74,1473,-1.20845988934645,10
75,1474,-1.19126496045178,10
76,1475,-1.17395874284791,10
77,1476,-1.15582968543337,10
78,1477,-1.13731068591242,10
79,1478,-1.11818966917374,10
80,1479,-1.09861557131811,10
81,1480,-1.07911259552232,10
82,1481,-1.05916380205068,10
83,1482,-1.03905120497254,10
84,1483,-1.01906277394222,10
85,1484,-0.998589561976518,10
86,1485,-0.977934171705375,10
87,1486,-0.95708483244388,10
88,1487,-0.936135526492197,10
89,1488,-0.914940946449206,10
90,1489,-0.893416771315582,10
91,1490,-0.87179174344534,10
92,1491,-0.849973751086205,10
93,1492,-0.828206139253776,10
94,1493,-0.806216615374049,10
95,1494,-0.784271427136697,10
96,1495,-0.762401461386571,10
97,1496,-0.740571545924802,10
98,1497,-0.7188365459699,10
99,1498,-0.696678920281327,10
100,1499,-0.674413335706974,10
101,1500,-0.651904765343494,10
102,1501,-0.62907719946851,10
103,1502,-0.606756408475271,10
104,1503,-0.584417738043058,10
105,1504,-0.561931599006334,10
106,1505,-0.53953872238471,10
107,1506,-0.516661530223588,10
108,1507,-0.494148871322226,10
109,1508,-0.472101355530116,10
110,1509,-0.450126448234233,10
111,1510,-0.428415297551008,10
112,1511,-0.406355392812532,10
113,1512,-0.384193981086979,10
114,1513,-0.362166679113961,10
115,1514,-0.339963359186972,10
116,1515,-0.317759175670453,10
117,1516,-0.295931953095859,10
118,1517,-0.274330528379659,10
119,1518,-0.252671658401984,10
120,1519,-0.230939008202692,10
121,1520,-0.209141695355602,10
122,1521,-0.187757455885815,10
123,1522,-0.166396667324575,10
124,1523,-0.145221466572951,10
125,1524,-0.124511151629628,10
126,1525,-0.103669439672561,10
127,1526,-0.0827064535960811,10
128,1527,-0.0617818429256295,10
129,1528,-0.0408713711167623,10
130,1529,-0.020127470381161,10
131,1530,0.000902182870044584,10
132,1531,0.021497544405691,10
133,1532,0.0415429769629363,10
134,1533,0.0617140386377713,10
135,1534,0.0814840793723717,10
136,1535,0.101575510626826,10
137,1536,0.121879572975227,10
138,1537,0.142209256623247,10
139,1538,0.162619557024482,10
140,1539,0.183497875258072,10
141,1540,0.204723212403169,10
142,1541,0.225654625417812,10
143,1542,0.246914249359047,10
144,1543,0.26770444435761,10
145,1544,0.28834048320958,10
146,1545,0.308894840057728,10
147,1546,0.328987389309528,10
148,1547,0.349147921961696,10
149,1548,0.368842588250322,10
150,1549,0.387985468508513,10
151,1550,0.40710728014496,10
152,1551,0.425723691896783,10
153,1552,0.444086473268711,10
154,1553,0.462360211725684,10
155,1554,0.480577194117765,10
156,1555,0.498936369504711,10
157,1556,0.516809493070037,10
158,1557,0.534232731410594,10
159,1558,0.551125650912485,10
160,1559,0.567725814927046,10
161,1560,0.584569268085646,10
162,1561,0.601182682720424,10
163,1562,0.61761178278494,10
164,1563,0.633905601587837,10
165,1564,0.64966251141784,10
166,1565,0.665199669347064,10
167,1566,0.680227901810695,10
168,1567,0.694888691808155,10
169,1568,0.709740305626987,10
170,1569,0.724204194419442,10
171,1570,0.738584033678387,10
172,1571,0.753509304036178,10
173,1572,0.768641159619865,10
174,1573,0.783959035488925,10
175,1574,0.799205510796326,10
176,1575,0.814813594576029,10
177,1576,0.830195507245577,10
178,1577,0.845269687746625,10
179,1578,0.8607156858742,10
180,1579,0.876821090166434,10
181,1580,0.89201588934088,10
182,1581,0.907033090608706,10
183,1582,0.921429662009383,10
184,1583,0.934946431873979,10
185,1584,0.948587674320044,10
186,1585,0.9621682329262,10
187,1586,0.975354253683624,10
188,1587,0.98832425682064,10
189,1588,1.00096983711837,10
190,1589,1.01315573831876,10
191,1590,1.02519052755079,10
192,1591,1.03704538481899,10
193,1592,1.04859145528501,10
194,1593,1.05964995045921,10
195,1594,1.07081355091113,10
196,1595,1.08212848564619,10
197,1596,1.09289823193139,10
198,1597,1.10372706360738,10
199,1598,1.11365575184777,10
200,1599,1.12259504080151,10
201,1600,1.13150519532592,10
202,1601,1.14008860911486,10
203,1602,1.14823088526411,10
204,1603,1.15610289694982,10
205,1604,1.16363064154334,10
206,1605,1.1706266164686,10
207,1606,1.17731281196937,10
208,1607,1.18331943200996,10
209,1608,1.18970564518059,10
210,1609,1.195585706089,10
211,1610,1.20213465320031,10
212,1611,1.20921971143615,10
213,1612,1.21655179549501,10
214,1613,1.22389860821299,10
215,1614,1.23181922142376,10
216,1615,1.24023072399854,10
217,1616,1.24828903596516,10
218,1617,1.25623614101918,10
219,1618,1.26395343934279,10
220,1619,1.27072781765897,10
221,1620,1.27700626676233,10
222,1621,1.28310326199925,10
223,1622,1.28841557149889,10
224,1623,1.29261388038527,10
225,1624,1.29650172245229,10
226,1625,1.30004710872616,10
227,1626,1.30259500336592,10
228,1627,1.30484446290701,10
229,1628,1.30681603522579,10
230,1629,1.30766874206866,10
231,1630,1.30852993224996,10
232,1631,1.30973753436665,10
233,1632,1.3109612918458,10
234,1633,1.3123886966538,10
235,1634,1.31314283682725,10
236,1635,1.31374755639281,10
237,1636,1.31401254193245,10
238,1637,1.31358947627914,10
239,1638,1.31330056391753,10
240,1639,1.31245790477107,10
241,1640,1.31028558095442,10
242,1641,1.30719160695374,10
243,1642,1.30253115626433,10
244,1643,1.29569395328734,10
245,1644,1.28764226182941,10
246,1645,1.27827020294465,10
247,1646,1.26824587494846,10
248,1647,1.25767922025279,10
249,1648,1.24631949629194,10
250,1649,1.23415313325355,10
251,1650,1.22119930390977,10
252,1651,1.20881462868982,10
253,1652,1.19517961332515,10
254,1653,1.18034085569273,10
255,1654,1.1642109920428,10
256,1655,1.14490427283672,10
257,1656,1.12351924254172,10
258,1657,1.09921599602028,10
259,1658,1.07242148136289,10
260,1659,1.04391607684513,10
261,1660,1.01437420955188,10
262,1661,0.985243880971222,10
263,1662,0.95807179565216,10
264,1663,0.933032464825476,10
265,1664,0.910193373462851,10
266,1665,0.891063143691072,10
267,1666,0.873808916264632,10
268,1667,0.859491176885686,10
269,1668,0.84643226384452,10
270,1669,0.83356675429592,10
271,1670,0.820446924502886,10
272,1671,0.804679367855175,10
273,1672,0.786485355011439,10
274,1673,0.763520946381321,10
275,1674,0.736155980042017,10
276,1675,0.705101403726024,10
277,1676,0.669413450335733,10
278,1677,0.629614432002577,10
279,1678,0.586614987706611,10
280,1679,0.53959523580506,10
281,1680,0.48822120064943,10
282,1681,0.433171565988582,10
283,1682,0.374450619238903,10
284,1683,0.311688218887661,10
285,1684,0.24450657919444,10
286,1685,0.173785008842808,10
287,1686,0.0984718581836989,10
288,1687,0.022262703762047,10
289,1688,-0.0582011300526477,10
290,1689,-0.137539142871284,10
291,1690,-0.218874273654441,10
292,1691,-0.297246404403997,10
293,1692,-0.375699463024934,10
294,1693,-0.451700327248076,10
295,1694,-0.525851783949006,10
296,1695,-0.60065018406819,10
297,1696,-0.675874579293691,10
298,1697,-0.754084381594819,10
299,1698,-0.833770780211636,10
300,1699,-0.915581525566733,10
301,1700,-0.997898175957289,10
